timebound = 8, jump depth = 100, max expirations of random clocks = [{r1: 0}, {r2: 0}], combine absorbing locations in unrolling = 101, integration bound(s) = 8, integration samples = 500000, model = WATERTANK, model case = CASE_A, LTI analysis = rectangular analysis, scheduler = goal: MAXIMIZING, scope: SEMIPROPHETIC, history: HISTORY_DEPENDENT, multithreaded = 1, disableBackwardsRefinement = 0
simulating 0 runs after 10000000 training runs with parameters:
learning rate                 0.1
discount factor               1
exploration rate              0.15
uniform granularity           0.1
adaptive compartments         5


[2025-10-04 19:07:13.461] [warning] no flow specified for variable c1 in location all_off - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c1 in location v2_on - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c1 in location v1_block - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c1 in location v2_block - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c1 in location v1_block_v2_on - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c1 in location block_safe - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c1 in location block_unsafe - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c2 in location all_off - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c2 in location v1_on - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c2 in location v1_block - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c2 in location v2_block - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c2 in location v2_block_v1_on - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c2 in location block_safe - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no flow specified for variable c2 in location block_unsafe - assuming flow of 0
[2025-10-04 19:07:13.461] [warning] no constraints specified for variable c1 in initial constraint number 0 - assuming [0,0]
[2025-10-04 19:07:13.461] [warning] no constraints specified for variable c2 in initial constraint number 0 - assuming [0,0]
[2025-10-04 19:07:13.461] [info] 1 Model creation: 0
[2025-10-04 19:08:01.246] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.246] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.246] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.247] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.247] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.247] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.247] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.247] [info] yellow because of -0.09999999999999967
[2025-10-04 19:08:01.247] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.247] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.247] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.247] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.247] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.247] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.247] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.247] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.248] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.248] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.248] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.248] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.248] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.248] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.248] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.248] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.249] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.249] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.249] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.249] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.249] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.249] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.249] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.249] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.249] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.250] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.250] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.250] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.250] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.250] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.250] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.250] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.251] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of -0.09999999999999967
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of -0.09999999999999967
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.252] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of -0.09999999999999967
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.253] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.254] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of -0.09999999999999967
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of -0.09999999999999967
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.255] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of -0.09999999999999967
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of -0.09999999999999967
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of -0.09999999999999967
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.256] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of -0.09999999999999967
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.257] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of -0.09999999999999967
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.258] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of -0.09999999999999967
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
[2025-10-04 19:08:01.259] [info] yellow because of 0.9499999999999977
